folder,claim_id,source_file,status,falsifier_text,quantity,units,how_obtained,reference,maps_to,breaks_at,downgrade_reason,notes,batch
fragility-cascade,TE-1,fragility-cascade/CLAIM_TABLE.md,MEASURED,"A verdict returning without `law` set for a rejection, or `law=""run""` firing for a case the pre-check classifier should have caught.","the predicate named in the refuted-if: A verdict returning without `law` set for a rejection, or `law=""run""` firing for a case the pre-check classifier should have caught.",Verdict.law label; reconstructed plan equality,run thermo_explore.py against its pinned sample; verdict recorded in CLAIM_TABLE row TE-1,,,,,,5
fragility-cascade,TE-2,fragility-cascade/CLAIM_TABLE.md,MEASURED,An AI given only `Verdict.unmet` + `producers()` + `frontier()` failing to find a valid plan that the reference BFS `solve()` finds.,the predicate named in the refuted-if: An AI given only `Verdict.unmet` + `producers()` + `frontier()` failing to find a valid plan that the reference BFS `solve()` finds.,Verdict.law label; reconstructed plan equality,run thermo_explore.py against its pinned sample; verdict recorded in CLAIM_TABLE row TE-2,,,,,,5
fragility-cascade,TI-1,fragility-cascade/CLAIM_TABLE.md,MEASURED,"The tool emitting a basis string for a requirement whose `basis` field is `None`, or altering `enacted_year` to fit the outcome.","the predicate named in the refuted-if: The tool emitting a basis string for a requirement whose `basis` field is `None`, or altering `enacted_year` to fit the outcome.","verbatim report fields (age in years, basis label); external totals in J/kg",run thermo_interrogate.py against its pinned sample; verdict recorded in CLAIM_TABLE row TI-1,,,,,,5
fragility-cascade,TI-2,fragility-cascade/CLAIM_TABLE.md,MEASURED,"Any case where the ""convention vs load-bearing"" label fires without the exact `f""{name}:{value}""` match, or fails to fire when the match exists.","the predicate named in the refuted-if: Any case where the ""convention vs load-bearing"" label fires without the exact `f""{name}:{value}""` match, or fails to fire when the match exists.","verbatim report fields (age in years, basis label); external totals in J/kg",run thermo_interrogate.py against its pinned sample; verdict recorded in CLAIM_TABLE row TI-2,,,,,,5
fragility-cascade,TI-3,fragility-cascade/CLAIM_TABLE.md,MEASURED,"External totals including site-local resources, or missing external resources actually drawn by the plan.","the predicate named in the refuted-if: External totals including site-local resources, or missing external resources actually drawn by the plan.","verbatim report fields (age in years, basis label); external totals in J/kg",run thermo_interrogate.py against its pinned sample; verdict recorded in CLAIM_TABLE row TI-3,,,,,,5
fragility-cascade,TI-4,fragility-cascade/CLAIM_TABLE.md,MEASURED,"A delta reported without both plans succeeding, or the delta not equalling the raw subtraction of the two `_external_consumed` results.","the predicate named in the refuted-if: A delta reported without both plans succeeding, or the delta not equalling the raw subtraction of the two `_external_consumed` results.","verbatim report fields (age in years, basis label); external totals in J/kg",run thermo_interrogate.py against its pinned sample; verdict recorded in CLAIM_TABLE row TI-4,,,,,,5
fragility-cascade,TI-5,fragility-cascade/CLAIM_TABLE.md,MEASURED,"The report labelling a physics plan as `code_plan` when the code path is unreachable, or emitting a fabricated code_plan.","the predicate named in the refuted-if: The report labelling a physics plan as `code_plan` when the code path is unreachable, or emitting a fabricated code_plan.","verbatim report fields (age in years, basis label); external totals in J/kg",run thermo_interrogate.py against its pinned sample; verdict recorded in CLAIM_TABLE row TI-5,,,,,,5
fragility-cascade,TA-1,fragility-cascade/CLAIM_TABLE.md,MEASURED,"Any dimension present in the system going unflagged, or any dimension flagged when a resource / process of the right shape exists.","the predicate named in the refuted-if: Any dimension present in the system going unflagged, or any dimension flagged when a resource / process of the right shape exists.",count of zero-coverage dimension flags,run thermo_assume.py against its pinned sample; verdict recorded in CLAIM_TABLE row TA-1,,,,,,5
fragility-cascade,TA-2,fragility-cascade/CLAIM_TABLE.md,MEASURED,"A library builder returning a Resource / Process with a numerical field that wasn't passed in, or defaulting a number when the operator didn't supply one (thresholds like `air_quality_kit(threshold=50)` are FACTORY parameters, not silent fills — the operator names them at construction).","the predicate named in the refuted-if: A library builder returning a Resource / Process with a numerical field that wasn't passed in, or defaulting a number when the operator didn't supply one (thresholds like `air_qual",count of zero-coverage dimension flags,run thermo_assume.py against its pinned sample; verdict recorded in CLAIM_TABLE row TA-2,,,,,,5
fragility-cascade,TA-3,fragility-cascade/CLAIM_TABLE.md,MEASURED,"Emit that changes only byproducts (no side_effect on air), or gate that drains the air-quality resource (violating TPM-3).","the predicate named in the refuted-if: Emit that changes only byproducts (no side_effect on air), or gate that drains the air-quality resource (violating TPM-3).",count of zero-coverage dimension flags,run thermo_assume.py against its pinned sample; verdict recorded in CLAIM_TABLE row TA-3,,,,,,5
fragility-cascade,TA-4,fragility-cascade/CLAIM_TABLE.md,MEASURED,"The tool ever printing an unqualified ""complete"" or ""certified"", or omitting the ""does not mean complete"" caveat from a zero-flag report.","the predicate named in the refuted-if: The tool ever printing an unqualified ""complete"" or ""certified"", or omitting the ""does not mean complete"" caveat from a zero-flag report.",count of zero-coverage dimension flags,run thermo_assume.py against its pinned sample; verdict recorded in CLAIM_TABLE row TA-4,,,,,,5
fragility-cascade,TS-1,fragility-cascade/CLAIM_TABLE.md,MEASURED,"A phenomenon selecting a substance whose property doesn't meet the minimum, or rejecting one that does.","the predicate named in the refuted-if: A phenomenon selecting a substance whose property doesn't meet the minimum, or rejecting one that does.",assembly list contents; dimension-vector equality; accept/reject verdict,run thermo_synth.py against its pinned sample; verdict recorded in CLAIM_TABLE row TS-1,,,,,,5
fragility-cascade,TS-2,fragility-cascade/CLAIM_TABLE.md,MEASURED,An `Assembly` returned whose `steps` reference a phenomenon whose requirements weren't fully satisfied by the substances on hand.,the predicate named in the refuted-if: An `Assembly` returned whose `steps` reference a phenomenon whose requirements weren't fully satisfied by the substances on hand.,assembly list contents; dimension-vector equality; accept/reject verdict,run thermo_synth.py against its pinned sample; verdict recorded in CLAIM_TABLE row TS-2,,,,,,5
fragility-cascade,TS-3,fragility-cascade/CLAIM_TABLE.md,MEASURED,"A MULTIPLY phenomenon accepted with mismatched dims, or an ENABLE-form phenomenon spuriously flagged.","the predicate named in the refuted-if: A MULTIPLY phenomenon accepted with mismatched dims, or an ENABLE-form phenomenon spuriously flagged.",assembly list contents; dimension-vector equality; accept/reject verdict,run thermo_synth.py against its pinned sample; verdict recorded in CLAIM_TABLE row TS-3,,,,,,5
fragility-cascade,TS-4,fragility-cascade/CLAIM_TABLE.md,MEASURED,"The desert search for `force` returns 0 assemblies (the chain fails to close), or the returned chain omits any of the four named phenomena.","the predicate named in the refuted-if: The desert search for `force` returns 0 assemblies (the chain fails to close), or the returned chain omits any of the four named phenomena.",assembly list contents; dimension-vector equality; accept/reject verdict,run thermo_synth.py against its pinned sample; verdict recorded in CLAIM_TABLE row TS-4,,,,,REFUTED as shipped — paths_to('force') returns 0 assemblies (unbridged library gap),5
fragility-cascade,TSV-1,fragility-cascade/CLAIM_TABLE.md,MEASURED,"A field in `DOMAINS` that fails to appear in the coverage report, or a scan reporting ""complete"" without every unread field flagged.","the predicate named in the refuted-if: A field in `DOMAINS` that fails to appear in the coverage report, or a scan reporting ""complete"" without every unread field flagged.",count of READ/UNREAD domains (of 11); unlocked-phenomena set,run thermo_survey.py against its pinned sample; verdict recorded in CLAIM_TABLE row TSV-1,,,,,,5
fragility-cascade,TSV-2,fragility-cascade/CLAIM_TABLE.md,MEASURED,"An unlocked phenomenon whose source domain wasn't read, or a phenomenon left out despite its source domain being read.","the predicate named in the refuted-if: An unlocked phenomenon whose source domain wasn't read, or a phenomenon left out despite its source domain being read.",count of READ/UNREAD domains (of 11); unlocked-phenomena set,run thermo_survey.py against its pinned sample; verdict recorded in CLAIM_TABLE row TSV-2,,,,,,5
fragility-cascade,TSV-3,fragility-cascade/CLAIM_TABLE.md,MEASURED,"Importing `thermo_survey` twice increasing the LIBRARY count beyond the union, or an `AMBIENT` phenomenon overwriting an existing same-named entry.","the predicate named in the refuted-if: Importing `thermo_survey` twice increasing the LIBRARY count beyond the union, or an `AMBIENT` phenomenon overwriting an existing same-named entry.",count of READ/UNREAD domains (of 11); unlocked-phenomena set,run thermo_survey.py against its pinned sample; verdict recorded in CLAIM_TABLE row TSV-3,,,,,,5
fragility-cascade,TSV-4,fragility-cascade/CLAIM_TABLE.md,MEASURED,The desert search for `force` returns 0 assemblies after the survey's ambient extension.,the predicate named in the refuted-if: The desert search for `force` returns 0 assemblies after the survey's ambient extension.,count of READ/UNREAD domains (of 11); unlocked-phenomena set,run thermo_survey.py against its pinned sample; verdict recorded in CLAIM_TABLE row TSV-4,,,,,,5
fragility-cascade,TP-1,fragility-cascade/CLAIM_TABLE.md,MEASURED,Either scenario failing any of QUANTITY/FORM/TIMING under the same substrate + need + ground_takes inputs.,the predicate named in the refuted-if: Either scenario failing any of QUANTITY/FORM/TIMING under the same substrate + need + ground_takes inputs.,gate verdicts (QUANTITY/FORM/TIMING); returned mass in kg,run thermo_purpose.py against its pinned sample; verdict recorded in CLAIM_TABLE row TP-1,,,,,,5
fragility-cascade,TP-2,fragility-cascade/CLAIM_TABLE.md,MEASURED,"The slab scenario evaluating to any non-HARM route, or failing to trip FORM.","the predicate named in the refuted-if: The slab scenario evaluating to any non-HARM route, or failing to trip FORM.",gate verdicts (QUANTITY/FORM/TIMING); returned mass in kg,run thermo_purpose.py against its pinned sample; verdict recorded in CLAIM_TABLE row TP-2,,,,,,5
fragility-cascade,TP-3 v1,fragility-cascade/CLAIM_TABLE.md,MEASURED,The migration_lodge scenario failing any gate under conditions the demo names as valid.,the predicate named in the refuted-if: The migration_lodge scenario failing any gate under conditions the demo names as valid.,gate verdicts (QUANTITY/FORM/TIMING); returned mass in kg,run thermo_purpose.py against its pinned sample; verdict recorded in CLAIM_TABLE row TP-3 v1,,,,,v1 REFUTED as shipped (QUANTITY fails on the lodge); see row verdict,5
fragility-cascade,TP-4,fragility-cascade/CLAIM_TABLE.md,MEASURED,"`returned` including mass that got HELD, or double-counting mass in a conversion branch.","the predicate named in the refuted-if: `returned` including mass that got HELD, or double-counting mass in a conversion branch.",gate verdicts (QUANTITY/FORM/TIMING); returned mass in kg,run thermo_purpose.py against its pinned sample; verdict recorded in CLAIM_TABLE row TP-4,,,,,,5
